Sale Date,Order ID,Number of Items,Payment Method,Date Shipped,Ship City,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location
12/31/2019,1566696207,1,Credit Card,1/2/2020,Manchester,NH,3104,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
12/31/2019,1566506415,1,Credit Card,1/2/2020,FLORISSANT,MO,63033,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
12/31/2019,1566502973,1,Credit Card,1/2/2020,Columbus,OH,43213,United States,USD,15,,,0,0,0,0,16.13,,0.73,14.27,,,,online,online_cc,,
12/31/2019,1566437123,1,Credit Card,1/1/2020,STURGIS,MI,49091-9642,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
12/30/2019,1566195797,1,Credit Card,1/2/2020,Fort Worth,TX,76123,United States,USD,35,,,0,0,0,0,37.9,,1.39,33.61,,,,online,online_cc,,
12/30/2019,1556483460,1,Credit Card,1/1/2020,Fishers,IN,46037,United States,USD,18,,,0,0,0,0,19.26,,0.83,17.17,,,,online,online_cc,,
12/30/2019,1566042729,1,Credit Card,1/2/2020,Westlake,TX,76262-9082,United States,USD,18,,,0,0,0,0,19.49,,0.83,17.17,,,,online,online_cc,,
12/29/2019,1565916791,1,Credit Card,12/30/2019,CHICAGO,IL,60622-5669,United States,USD,20,,,0,0,5,0,25,,1,24,,,,online,online_cc,,
12/29/2019,1565803571,1,Credit Card,12/30/2019,EVERETT,WA,98204,United States,USD,10,,,0,0,5,0,16.48,,0.74,14.26,,,,online,online_cc,,
12/29/2019,1565714473,1,Credit Card,12/30/2019,Chicago,IL,60646,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
12/28/2019,1555899300,1,Credit Card,12/30/2019,Calgary,AB,T2v3g5,Canada,USD,15,,,0,0,17,0,32,,1.21,30.79,,,,online,online_cc,,
12/27/2019,1555612850,1,Credit Card,12/30/2019,WASHINGTON,DC,20003,United States,USD,40,,,0,0,0,0,42.4,,1.52,38.48,,,,online,online_cc,,
12/27/2019,1555597670,5,Credit Card,12/28/2019,Havre de Grace,MD,21078,United States,USD,63,,,0,0,0,0,66.78,,2.25,60.75,,,,online,online_cc,,
12/27/2019,1555332478,1,Credit Card,12/28/2019,Evans,GA,30809,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
12/26/2019,1555205212,2,Credit Card,12/28/2019,Snellville,GA,30078,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
12/26/2019,1555006778,1,Credit Card,12/27/2019,Sturgeon bay,WI,54235,United States,USD,50,,,0,0,0,0,52.75,,1.83,48.17,,,,online,online_cc,,
12/24/2019,1564148029,1,Credit Card,12/26/2019,St Petersburg,FL,33712,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
12/24/2019,1564125609,1,Credit Card,12/26/2019,Brooklyn,NY,11211-4307,United States,USD,35,,,0,0,0,0,38.11,,1.39,33.61,,,,online,online_cc,,
12/24/2019,1554493570,1,Credit Card,12/26/2019,Van Buren,IN,46991,United States,USD,25,,,0,0,0,0,26.75,,1.05,23.95,,,,online,online_cc,,
12/24/2019,1563971063,1,Credit Card,12/26/2019,Sparks,NV,89436-6365,United States,USD,18,,,0,0,0,0,19.49,,0.83,17.17,,,,online,online_cc,,
12/23/2019,1563730615,1,Credit Card,12/26/2019,IMPERIAL,MO,63052,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/23/2019,1563721525,1,Credit Card,12/24/2019,Frankfort,IL,60423,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/23/2019,1554089196,1,Credit Card,12/23/2019,oswego,NY,13126,United States,USD,20,,,0,0,5,0,27,,1.06,23.94,,,,online,online_cc,,
12/22/2019,1563532465,1,Credit Card,12/23/2019,Mount Perry,OH,43760,United States,USD,15,,,0,0,0,0,16.09,,0.73,14.27,,,,online,online_cc,,
12/22/2019,1553843038,1,Credit Card,12/23/2019,COLORADO SPRINGS,CO,80903,United States,USD,40,,,0,0,5,0,46.56,,1.65,43.35,,,,online,online_cc,,
12/22/2019,1563270951,1,Credit Card,12/24/2019,Dover,DE,19901-9322,United States,USD,60,45ORMORE,% off,12,0,0,0,48,,1.69,46.31,,,,online,online_cc,,
12/21/2019,1553648260,1,Credit Card,12/24/2019,LAGUNA WOODS,CA,92637,United States,USD,25,,,0,0,0,0,26.94,,1.06,23.94,,,,online,online_cc,,
12/21/2019,1563169223,1,Credit Card,12/24/2019,New Rochelle,NY,10801,United States,USD,35,,,0,0,0,0,37.93,,1.39,33.61,,,,online,online_cc,,
12/21/2019,1553500748,1,Credit Card,12/21/2019,NEW CASTLE,PA,16101,United States,USD,13,,,0,0,5,0,19.08,,0.82,17.18,,,,online,online_cc,,
12/21/2019,1553478212,1,Credit Card,12/21/2019,Staten Island,NY,10312,United States,USD,12,,,0,0,0,0,13.07,,0.64,11.36,,,,online,online_cc,,
12/21/2019,1553390874,1,Credit Card,12/21/2019,Norwich,CT,6360,United States,USD,20,,,0,0,5,0,26.59,,1.05,23.95,,,,online,online_cc,,
12/21/2019,1562919915,1,Credit Card,12/21/2019,Eros,LA,71238,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
12/20/2019,1553285984,1,Credit Card,12/21/2019,New York,NY,10027,United States,USD,85,45ORMORE,% off,17,0,5,0,79.49,,2.63,70.37,,,,online,online_cc,,
12/20/2019,1553229302,1,Credit Card,12/21/2019,Blacklick,OH,43004,United States,USD,18,,,0,0,0,0,19.36,,0.83,17.17,,,,online,online_cc,,
12/20/2019,1553099540,1,Credit Card,12/21/2019,STEVENS,PA,17578,United States,USD,30,,,0,0,0,0,31.8,,1.2,28.8,,,,online,online_cc,,
12/20/2019,1553097708,1,Credit Card,12/20/2019,Seminole,FL,33772,United States,USD,12,,,0,0,0,0,12,,0.61,11.39,,,,online,online_cc,,
12/20/2019,1552961416,1,Credit Card,12/20/2019,Issaquah,WA,98027,United States,USD,30,,,0,0,5,0,38.51,,1.41,33.59,,,,online,online_cc,,
12/19/2019,1562434275,1,Credit Card,12/20/2019,Raleigh,NC,27617,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
12/19/2019,1552859194,1,Credit Card,12/20/2019,West Palm Beach,FL,33405,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/19/2019,1552681566,1,Credit Card,12/19/2019,Haymarket,VA,20169,United States,USD,25,,,0,0,0,0,26.51,,1.05,23.95,,,,online,online_cc,,
12/19/2019,1552627314,1,Credit Card,12/20/2019,Aiken,SC,29803-5356,United States,USD,25,,,0,0,0,0,27,,1.06,23.94,,,,online,online_cc,,
12/19/2019,1562041057,1,Credit Card,12/19/2019,Clearwater,FL,33759-3963,United States,USD,35,,,0,0,5,0,40,,1.45,38.55,,,,online,online_cc,,
12/18/2019,1552395270,1,Credit Card,12/19/2019,Frisco,TX,75035,United States,USD,14,,,0,0,0,0,15.16,,0.7,13.3,,,,online,online_cc,,
12/18/2019,1561894401,1,Credit Card,12/19/2019,SANTA FE,NM,87502,United States,USD,20,,,0,0,5,0,26.29,,1.04,23.96,,,,online,online_cc,,
12/18/2019,1552333942,1,Credit Card,12/19/2019,Sonoma,CA,95476,United States,USD,15,,,0,0,0,0,16.24,,0.74,14.26,,,,online,online_cc,,
12/18/2019,1561778573,1,Credit Card,12/19/2019,Geneva,IL,60134-2342,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/18/2019,1552190514,1,Credit Card,12/19/2019,Victor,ID,83455,United States,USD,12,,,0,0,0,0,12.72,,0.63,11.37,,,,online,online_cc,,
12/18/2019,1561528669,1,Credit Card,12/19/2019,Riverside,CA,92505,United States,USD,35,30OFF35,% off,10.5,0,0,0,26.65,,1.05,23.45,,,,online,online_cc,,
12/17/2019,1561417641,1,Credit Card,12/19/2019,Prescott Vly,AZ,86314-7667,United States,USD,18,,,0,0,0,0,19.55,,0.84,17.16,,,,online,online_cc,,
12/17/2019,1561258455,1,Credit Card,12/19/2019,elkhart,IN,46516,United States,USD,100,30OFF35,% off,30,0,0,0,74.9,,2.5,67.5,,,,online,online_cc,,
12/17/2019,1551686304,1,Credit Card,12/19/2019,Allen,TX,75002,United States,USD,12,,,0,0,0,0,12.99,,0.64,11.36,,,,online,online_cc,,
12/17/2019,1561136373,1,Credit Card,12/18/2019,WINCHESTER,TN,37398,United States,USD,25,,,0,0,5,0,30,,1.15,28.85,,,,online,online_cc,,
12/17/2019,1561128629,1,Credit Card,12/18/2019,CHICAGO HEIGHTS,IL,60411-3339,United States,USD,25,,,0,0,5,0,30,,1.15,28.85,,,,online,online_cc,,
12/17/2019,1551565430,1,Credit Card,12/18/2019,Bland,MO,65014,United States,USD,45,30OFF35,% off,13.5,0,5,0,36.5,,1.35,35.15,,,,online,online_cc,,
12/17/2019,1561077013,1,Credit Card,12/17/2019,gurabo,PR,778,United States,USD,75,30OFF35,% off,22.5,0,0,0,52.5,,1.83,50.67,,,,online,online_cc,,
12/17/2019,1551488788,1,Credit Card,12/19/2019,Salem,MA,1970,United States,USD,12,,,0,0,0,0,12.75,,0.63,11.37,,,,online,online_cc,,
12/17/2019,1561040109,1,Credit Card,12/19/2019,Santa Clarita,CA,91350,United States,USD,12,,,0,0,0,0,13.14,,0.64,11.36,,,,online,online_cc,,
12/17/2019,1551315410,1,Credit Card,12/18/2019,Saint Louis,MO,63108-1202,United States,USD,35,30OFF35,% off,10.5,0,0,0,24.5,,0.99,23.51,,,,online,online_cc,,
12/16/2019,1551266056,1,Credit Card,12/18/2019,Alpine,CA,91901,United States,USD,30,,,0,0,0,0,32.33,,1.22,28.78,,,,online,online_cc,,
12/16/2019,1551171560,4,Credit Card,12/18/2019,Keenesburg,CO,80643-8908,United States,USD,41,30OFF35,% off,12.3,0,0,0,29.52,,1.14,27.56,,,,online,online_cc,,
12/16/2019,1551144796,1,Credit Card,12/18/2019,st. paul park,MN,55071,United States,USD,35,,,0,0,0,0,37.5,,1.38,33.62,,,,online,online_cc,,
12/16/2019,1551088688,1,Credit Card,12/17/2019,Lombard,IL,60148-2022,United States,USD,12,,,0,0,5,0,17,,0.76,16.24,,,,online,online_cc,,
12/16/2019,1560522551,1,Credit Card,12/17/2019,Port Washington,WI,53074,United States,USD,30,FB15OFF,% off,4.5,0,0,0,26.94,,1.06,24.44,,,,online,online_cc,,
12/16/2019,1560434913,1,Credit Card,12/16/2019,EVERETT,WA,98203-1488,United States,USD,10,,,0,0,5,0,16.48,,0.74,14.26,,,,online,online_cc,,
12/16/2019,1560356315,1,Credit Card,12/16/2019,Tecumseh,MI,49286,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
12/16/2019,1550675404,1,Credit Card,12/16/2019,North Easton ,MA,2356,United States,USD,18,,,0,0,0,0,19.13,,0.82,17.18,,,,online,online_cc,,
12/16/2019,1560133721,1,Credit Card,12/16/2019,Roanoke,TX,76262,United States,USD,10,,,0,0,5,0,16.24,,0.74,14.26,,,,online,online_cc,,
12/16/2019,1560129893,1,Credit Card,12/16/2019,Scituate,MA,2066,United States,USD,25,,,0,0,0,0,26.56,,1.05,23.95,,,,online,online_cc,,
12/16/2019,1550555882,2,Credit Card,12/17/2019,Madison,WI,53726,United States,USD,35,,,0,0,0,0,36.93,,1.36,33.64,,,,online,online_cc,,
12/15/2019,1550513364,1,Credit Card,12/16/2019,BROOKLINE,MA,02446-4623,United States,USD,14,,,0,0,5,0,19.88,,0.85,18.15,,,,online,online_cc,,
12/15/2019,1550395898,1,Credit Card,12/16/2019,Bristol,RI,2809,United States,USD,22,,,0,0,5,0,28.89,,1.12,25.88,,,,online,online_cc,,
12/15/2019,1550393712,1,Credit Card,12/17/2019,Midway,UT,84049-6337,United States,USD,60,,,0,0,0,0,64.5,,2.19,57.81,,,,online,online_cc,,
12/15/2019,1559941867,1,Credit Card,12/17/2019,Saint George,UT,84790,United States,USD,10,,,0,0,0,0,10.69,,0.57,9.43,,,,online,online_cc,,
12/15/2019,1559806423,1,Credit Card,12/17/2019,Macon,GA,31210,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
12/15/2019,1559689427,1,Credit Card,12/17/2019,Montrose,CA,91020,United States,USD,18,,,0,0,0,0,19.86,,0.85,17.15,,,,online,online_cc,,
12/15/2019,1550015926,1,Credit Card,12/17/2019,San Francisco,CA,94117,United States,USD,15,,,0,0,0,0,16.28,,0.74,14.26,,,,online,online_cc,,
12/15/2019,1559467213,1,Credit Card,12/17/2019,Richmond,VA,23225-1122,United States,USD,28,,,0,0,0,0,29.48,,1.13,26.87,,,,online,online_cc,,
12/15/2019,1549870178,1,Credit Card,12/17/2019,Mountain View,MO,65548-7376,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/15/2019,1549778872,1,Credit Card,12/17/2019,Ventura,CA,93001,United States,USD,13,,,0,0,0,0,14.01,,0.67,12.33,,,,online,online_cc,,
12/15/2019,1559337301,1,Credit Card,12/16/2019,Kansas City,MO,64111,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
12/14/2019,1549741552,1,Credit Card,12/17/2019,Virginia Beach,VA,23462,United States,USD,100,30HOLIDAY,% off,30,0,0,0,74.2,,2.48,67.52,,,,online,online_cc,,
12/14/2019,1559296395,1,Credit Card,12/17/2019,Edwardsville,IL,62025,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
12/14/2019,1549648062,1,Credit Card,12/17/2019,Hamden,CT,6517,United States,USD,25,,,0,0,0,0,26.59,,1.05,23.95,,,,online,online_cc,,
12/14/2019,1559204831,1,Credit Card,12/16/2019,Florissant,MO,63031,United States,USD,15,,,0,0,5,0,20,,0.85,19.15,,,,online,online_cc,,
12/14/2019,1559164583,1,Credit Card,12/17/2019,Crescent,PA,15046,United States,USD,25,,,0,0,0,0,26.75,,1.05,23.95,,,,online,online_cc,,
12/14/2019,1549448724,1,Credit Card,12/16/2019,MILWAUKEE,WI,532081758,United States,USD,60,,,0,0,0,0,63.36,,2.15,57.85,,,,online,online_cc,,
12/14/2019,1549173096,1,Credit Card,12/14/2019,Washington,PA,15301,United States,USD,18,,,0,0,0,0,19.08,,0.82,17.18,,,,online,online_cc,,
12/14/2019,1549068920,1,Credit Card,12/14/2019,Manassas,VA,20110,United States,USD,25,,,0,0,0,0,26.51,,1.05,23.95,,,,online,online_cc,,
12/13/2019,1548987044,1,Credit Card,12/14/2019,Tucson,AZ,85747,United States,USD,18,,,0,0,0,0,19.55,,0.84,17.16,,,,online,online_cc,,
12/13/2019,1548969210,1,Credit Card,12/14/2019,Winchester,CA,92596-8283,United States,USD,10,,,0,0,0,0,10.78,,0.57,9.43,,,,online,online_cc,,
12/13/2019,1558170651,1,Credit Card,12/14/2019,Homer,AK,99603,United States,USD,10,,,0,0,5,0,15,,0.7,14.3,,,,online,online_cc,,
12/13/2019,1557812387,1,Credit Card,12/14/2019,Phoenix,AZ,85024,United States,USD,12,,,0,0,0,0,13.03,,0.64,11.36,,,,online,online_cc,,
12/12/2019,1548128186,1,Credit Card,12/14/2019,Cooksville,MD,21723,United States,USD,8,,,0,0,0,0,8.48,,0.5,7.5,,,,online,online_cc,,
12/12/2019,1557661009,1,Credit Card,12/14/2019,NAPLES,FL,34104,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/12/2019,1557631209,3,Credit Card,12/14/2019,Sandy,UT,84092,United States,USD,54,,,0,0,0,0,57.9,,1.99,52.01,,,,online,online_cc,,
12/12/2019,1557560387,1,Credit Card,12/14/2019,South Miami,FL,33143,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
12/12/2019,1557557921,1,Credit Card,12/13/2019,Billings,MT,59101,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
12/12/2019,1557514491,1,Credit Card,12/14/2019,Cle Elum,WA,98922,United States,USD,40,,,0,0,0,0,43.2,,1.55,38.45,,,,online,online_cc,,
12/12/2019,1557506701,1,Credit Card,12/14/2019,Sugar Hill,GA,30518,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
12/12/2019,1547914950,1,Credit Card,12/14/2019,Castle Rock,CO,80109,United States,USD,15,,,0,0,0,0,15.44,,0.71,14.29,,,,online,online_cc,,
12/12/2019,1547891038,1,Credit Card,12/14/2019,Jackson,MS,39211,United States,USD,80,,,0,0,0,0,80,,2.65,77.35,,,,online,online_cc,,
12/12/2019,1557432989,1,Credit Card,12/14/2019,Overland Park,KS,66212,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/12/2019,1547805274,1,Credit Card,12/14/2019,WHITE BLUFF,TN,37187-4118,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
12/12/2019,1547676866,1,Credit Card,12/12/2019,Kaysville,UT,84037,United States,USD,125,,,0,0,0,0,133.94,,4.27,120.73,,,,online,online_cc,,
12/12/2019,1547634882,1,Credit Card,12/13/2019,Winchester,VA,22601,United States,USD,50,,,0,0,5,0,57.65,,1.98,53.02,,,,online,online_cc,,
12/12/2019,1557167825,1,Credit Card,12/14/2019,Flowery branch,GA,30542,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
12/12/2019,1547558476,1,Credit Card,12/14/2019,Jonesborough,TN,37659,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
12/12/2019,1557079889,1,Credit Card,12/12/2019,Ocean Grove,NJ,7756,United States,USD,15,,,0,0,0,0,15.99,,0.73,14.27,,,,online,online_cc,,
12/11/2019,1557013011,1,Credit Card,12/13/2019,Bountiful,UT,84010,United States,USD,18,,,0,0,0,0,19.3,,0.83,17.17,,,,online,online_cc,,
12/11/2019,1557004751,1,Credit Card,12/13/2019,Naugatuck,CT,06770-4808,United States,USD,30,,,0,0,0,0,31.91,,1.21,28.79,,,,online,online_cc,,
12/11/2019,1546939256,1,Credit Card,12/13/2019,Elma,NY,14059,United States,USD,12,,,0,0,0,0,13.05,,0.64,11.36,,,,online,online_cc,,
12/11/2019,1546918300,1,Credit Card,12/13/2019,Medina,MN,55340,United States,USD,25,,,0,0,0,0,26.89,,1.06,23.94,,,,online,online_cc,,
12/11/2019,1556494017,1,Credit Card,12/13/2019,Arlington,TX,76001,United States,USD,12,,,0,0,0,0,12.96,,0.64,11.36,,,,online,online_cc,,
12/11/2019,1546829610,1,Credit Card,12/13/2019,Dover,PA,17315,United States,USD,18,,,0,0,0,0,19.08,,0.82,17.18,,,,online,online_cc,,
12/11/2019,1556351291,1,Credit Card,12/13/2019,Oakdale,MN,55128,United States,USD,25,,,0,0,0,0,26.72,,1.05,23.95,,,,online,online_cc,,
12/11/2019,1556343571,2,Credit Card,12/13/2019,Stafford,VA,22556,United States,USD,105,,,0,0,0,0,110.57,,3.57,101.43,,,,online,online_cc,,
12/10/2019,1556103001,1,Credit Card,12/12/2019,orangeburg,SC,29118,United States,USD,25,,,0,0,0,0,26.75,,1.05,23.95,,,,online,online_cc,,
12/10/2019,1556011851,1,Credit Card,12/12/2019,Collierville,TN,38017-2344,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
12/10/2019,1555893135,1,Credit Card,12/12/2019,Seminole,FL,33772,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/10/2019,1555847359,1,Credit Card,12/12/2019,Smithville,OH,44677-9700,United States,USD,25,,,0,0,0,0,26.63,,1.05,23.95,,,,online,online_cc,,
12/10/2019,1546146526,1,Credit Card,12/12/2019,Pittsburgh,PA,15211,United States,USD,60,,,0,0,0,0,64.2,,2.18,57.82,,,,online,online_cc,,
12/10/2019,1555596053,1,Credit Card,12/12/2019,QUINCY,MA,2169,United States,USD,15,,,0,0,0,0,15.94,,0.73,14.27,,,,online,online_cc,,
12/10/2019,1555527049,1,Credit Card,12/12/2019,Fairfax,VA,22033-4010,United States,USD,15,,,0,0,0,0,15.91,,0.73,14.27,,,,online,online_cc,,
12/10/2019,1555525911,1,Credit Card,12/12/2019,Seattle,WA,98126,United States,USD,30,,,0,0,0,0,33.03,,1.24,28.76,,,,online,online_cc,,
12/10/2019,1555482513,1,Credit Card,12/12/2019,North Tonawanda,NY,14120-1102,United States,USD,13,,,0,0,0,0,14.04,,0.67,12.33,,,,online,online_cc,,
12/9/2019,1545359878,1,Credit Card,12/11/2019,Shreveport,LA,71118,United States,USD,49,,,0,0,0,0,49,,1.72,47.28,,,,online,online_cc,,
12/9/2019,1545338894,1,Credit Card,12/9/2019,Stevensville,MD,21666,United States,USD,15,,,0,0,0,0,15.9,,0.73,14.27,,,,online,online_cc,,
12/9/2019,1545273396,1,Credit Card,12/11/2019,Port Saint Joe,FL,32456,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
12/9/2019,1554762215,1,Credit Card,12/11/2019,Argyle,TX,76226-2915,United States,USD,8,,,0,0,0,0,8.66,,0.51,7.49,,,,online,online_cc,,
12/9/2019,1554519845,1,Credit Card,12/11/2019,SILVER SPRING,MD,20906,United States,USD,20,,,0,0,0,0,21.2,,0.89,19.11,,,,online,online_cc,,
12/9/2019,1554442447,1,Credit Card,12/9/2019,Spring Hill,FL,34608-2622,United States,USD,18,,,0,0,5,0,23,,0.94,22.06,,,,online,online_cc,,
12/8/2019,1554369771,1,Credit Card,12/10/2019,Oakland,CA,94605,United States,USD,30,,,0,0,0,0,32.78,,1.23,28.77,,,,online,online_cc,,
12/8/2019,1554350965,1,Credit Card,12/10/2019,Richland,WA,99352,United States,USD,25,,,0,0,0,0,27.16,,1.06,23.94,,,,online,online_cc,,
12/8/2019,1544737076,1,Credit Card,12/9/2019,Wayland,MA,1778,United States,USD,25,,,0,0,5,0,31.56,,1.2,28.8,,,,online,online_cc,,
12/8/2019,1554314633,1,Credit Card,12/10/2019,BROOKFIELD,WI,53005,United States,USD,8,,,0,0,0,0,8.41,,0.5,7.5,,,,online,online_cc,,
12/8/2019,1544681114,1,Credit Card,12/10/2019,Davenport,IA,52807,United States,USD,25,,,0,0,0,0,26.5,,1.05,23.95,,,,online,online_cc,,
12/8/2019,1554232855,1,Credit Card,12/10/2019,Chicago,IL,60640,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/8/2019,1544624642,7,Credit Card,12/10/2019,Huger,SC,29450,United States,USD,100,20PEROFF100,% off,20,0,0,0,86.37,,2.84,77.16,,,,online,online_cc,,
12/8/2019,1544604722,1,Credit Card,12/10/2019,COLLINGSWOOD,NJ,8108,United States,USD,15,,,0,0,0,0,15.99,,0.73,14.27,,,,online,online_cc,,
12/8/2019,1554195891,1,Credit Card,12/10/2019,Hewitt,TX,76643,United States,USD,18,,,0,0,0,0,19.49,,0.83,17.17,,,,online,online_cc,,
12/8/2019,1554112715,1,Credit Card,12/10/2019,MINNEAPOLIS,MN,55417,United States,USD,18,,,0,0,0,0,19.45,,0.83,17.17,,,,online,online_cc,,
12/8/2019,1554076185,1,Credit Card,12/10/2019,Brooklyn,NY,11232,United States,USD,18,,,0,0,0,0,19.6,,0.84,17.16,,,,online,online_cc,,
12/8/2019,1544346692,1,Credit Card,12/10/2019,Midland,MI,48640-7606,United States,USD,85,,,0,0,0,0,85,,2.8,82.2,,,,online,online_cc,,
12/8/2019,1544260070,1,Credit Card,12/10/2019,Coronado,CA,92118,United States,USD,10,,,0,0,0,0,10.78,,0.57,9.43,,,,online,online_cc,,
12/8/2019,1544204702,1,Credit Card,12/8/2019,WILMINGTON,NC,28403,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/8/2019,1553691191,1,Credit Card,12/8/2019,CARMEL,NY,10512-4077,United States,USD,15,,,0,0,0,0,16.26,,0.74,14.26,,,,online,online_cc,,
12/8/2019,1544086354,1,Credit Card,12/8/2019,Hendersonvlle,NC,28739-9002,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
12/8/2019,1553678009,1,Credit Card,12/8/2019,Westerville,OH,43082,United States,USD,18,,,0,0,0,0,19.36,,0.83,17.17,,,,online,online_cc,,
12/8/2019,1543910268,1,Credit Card,12/8/2019,Scottsdale,AZ,85255-3618,United States,USD,18,,,0,0,0,0,19.55,,0.84,17.16,,,,online,online_cc,,
12/7/2019,1553482889,1,Credit Card,12/8/2019,Huntsville,AL,35801,United States,USD,35,,,0,0,0,0,37.8,,1.38,33.62,,,,online,online_cc,,
12/7/2019,1553426665,1,Credit Card,12/9/2019,Delray Beach ,FL,33445,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/7/2019,1543820680,1,Credit Card,12/9/2019,Ravenna,MI,49451,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
12/7/2019,1553320833,1,Credit Card,12/8/2019,Ann Arbor,MI,48103,United States,USD,125,,,0,0,0,0,125,,4,121,,,,online,online_cc,,
12/7/2019,1553293309,1,Credit Card,12/8/2019,ast Rockaway,NY,11518,United States,USD,12,,,0,0,0,0,13.04,,0.64,11.36,,,,online,online_cc,,
12/7/2019,1553275217,1,Credit Card,12/9/2019,Sacramento,CA,95820,United States,USD,20,,,0,0,0,0,21.75,,0.9,19.1,,,,online,online_cc,,
12/7/2019,1543671518,1,Credit Card,12/8/2019,CANAL WINCHESTER,OH,43110,United States,USD,30,,,0,0,0,0,32.03,,1.21,28.79,,,,online,online_cc,,
12/7/2019,1553253021,1,Credit Card,12/8/2019,Garland,TX,75040,United States,USD,15,,,0,0,0,0,16.24,,0.74,14.26,,,,online,online_cc,,
12/7/2019,1553213677,1,Credit Card,12/8/2019,LIBERTYVILLE,IL,60048,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
12/7/2019,1543580958,1,Credit Card,12/8/2019,San Francisco,CA,94117,United States,USD,15,,,0,0,5,0,21.28,,0.89,19.11,,,,online,online_cc,,
12/7/2019,1553141413,1,Credit Card,12/8/2019,BROOKLYN,NY,11222,United States,USD,18,,,0,0,0,0,19.6,,0.84,17.16,,,,online,online_cc,,
12/7/2019,1553117427,1,Credit Card,12/8/2019,Warrenton,VA,20187,United States,USD,18,,,0,0,0,0,18.95,,0.82,17.18,,,,online,online_cc,,
12/7/2019,1543506962,1,Credit Card,12/8/2019,Fernandina Beach,FL,32034,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/7/2019,1553054601,1,Credit Card,12/8/2019,Milwaukee,WI,53213-1022,United States,USD,13,,,0,0,0,0,13.73,,0.66,12.34,,,,online,online_cc,,
12/7/2019,1553005801,1,Credit Card,12/8/2019,North Dinwiddie,VA,23805,United States,USD,30,,,0,0,0,0,31.59,,1.2,28.8,,,,online,online_cc,,
12/7/2019,1552783027,1,Credit Card,12/8/2019,Valparaiso,IN,46385,United States,USD,15,,,0,0,0,0,16.05,,0.73,14.27,,,,online,online_cc,,
12/7/2019,1552772397,1,Credit Card,12/8/2019,Jonesboro,GA,30236,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
12/7/2019,1543081002,1,Credit Card,12/8/2019,Arlington,WA,98223,United States,USD,12,,,0,0,0,0,12.94,,0.64,11.36,,,,online,online_cc,,
